c_custkey|c_name|c_address|c_nationkey|c_phone|c_acctbal|c_mktsegment|c_comment
8239|Customer#000008239|NVq93eF4Xuj5JGMPEPig7|7|17-165-499-7447|8848.62|AUTOMOBILE|s the furiously regular deposits affix furiously above the busily unusual accounts. silent deposits are bl
8240|Customer#000008240|aE waYpRRKm4r9Ildlz5v|3|13-752-853-2306|7886.90|FURNITURE|ets wake furiously. ironic packages affix furiously across the carefully 
8241|Customer#000008241|z02BZ3GxpQo|3|13-430-851-9966|3183.28|HOUSEHOLD| deposits haggle blithely outside the carefully unusual instructions. unusual requests should wake among the carefu
8242|Customer#000008242|cYDWDiJt06B8CYzXX2L8x2hn1VFG|5|15-792-676-1184|6322.09|AUTOMOBILE| regular theodolites affix. carefully ironic packages cajole deposits; slyly ironic packages wake quickly. regular,
8243|Customer#000008243|H48HGso8Xg77cYu52ySmYtgahG HF|13|23-116-673-9392|4474.92|AUTOMOBILE|ts. furiously express pinto beans after the care
8244|Customer#000008244|4FCmpLSp83ZC12kbSETvrJqUmrzlp0 bbGYupb5l|23|33-949-832-3665|1056.91|HOUSEHOLD|ffily during the slyly unusual ideas. furiously final accounts around the carefully bold accounts are
8245|Customer#000008245|vBIav8qodR|1|11-835-867-3524|7427.51|MACHINERY|es. even, regular ideas haggle carefully after the carefully 
8246|Customer#000008246|hUrK2Z r6S8adPUvMvGXo0Z 2d|17|27-764-483-8792|4210.28|MACHINERY|cuses. ironic, final platelets dazzle. even, final pinto beans a
8247|Customer#000008247|bYlmH,MRvvkr3GBxLVgPEouR625pAbi|0|10-849-337-8996|8237.36|MACHINERY|about the fluffily even instructions haggle platelets? furious accounts det
8248|Customer#000008248|kIpGOd9cHaae7EqLqnCyhVNRfTBzOZi0|4|14-157-794-4440|8366.90|AUTOMOBILE|egular dependencies solve. furiously ironic deposits use among the carefully unusual packages. carefully pen
8249|Customer#000008249|2oJNMnrFL,8WVl45ZZ oM|8|18-488-972-1268|7609.79|AUTOMOBILE|age blithely slyly even asymptotes. furiously regul
8250|Customer#000008250|yNn3FjoqsrTtzj2|15|25-697-441-3794|9839.63|HOUSEHOLD|ithely along the ironic ideas. carefully even id
8251|Customer#000008251|BzueYMdnV AaxBqrPzfUUjt7ATEjy9,7sn|18|28-719-123-5908|9737.02|MACHINERY| slyly after the ironic, regular packages. fluffily final courts 
8252|Customer#000008252|T RPCQ,eDDEa|10|20-170-907-6982|1166.19|HOUSEHOLD|. packages should cajole even pinto beans. regular excuses wake furiously unusual patterns. requests print slyl
8253|Customer#000008253|DpTR7vChltnYq5ZHAGF1ycTsK4m E8v9w7s ArbR|18|28-266-151-8900|7050.68|HOUSEHOLD| theodolites. express, regular instructions according to the furiously unusual instructions detect
8254|Customer#000008254|I4WbB4nj65cEf6VO8dRYhb|15|25-942-880-1412|6800.75|MACHINERY|s nag. furiously regular accounts was. requests sleep furiously regular, iro
8255|Customer#000008255|n4Y8hbn4t6fqz WFm2fXbGdOgaT4cUJ2WkiWB|15|25-805-919-1862|8210.25|AUTOMOBILE|, ironic instructions: packages sleep packages. slyly final accounts wake furiously. c
8256|Customer#000008256|jb9fe5bTNF9EDY|12|22-292-568-1479|3776.84|MACHINERY|y about the brave, unusual dolphins. even requests affix furiously according to the slyly p
8257|Customer#000008257|13ofePo0PCGkShaiYlnpk|19|29-816-923-1436|5288.84|FURNITURE|ely final packages. carefully fina
8258|Customer#000008258|98TBr7HytZJAM003jDubGj Do3SHm5P|13|23-727-382-9559|7525.82|BUILDING|ins. pending, dogged packages are blithely. s
8259|Customer#000008259|zTESd5f3oi3jKUENePOUoBppm m|12|22-938-979-5923|6489.92|MACHINERY|al theodolites. furiously spec
8260|Customer#000008260|9fAqi IID2|21|31-946-977-3243|9114.47|FURNITURE|doggedly furiously ironic deposits. furiously bold deposits above the furiously pending deposits use above the bli
8261|Customer#000008261|K d,sqMH5sMvALsaWW6r0V|1|11-575-815-7695|9950.78|MACHINERY|. final, thin grouches above the furi
8262|Customer#000008262|ii0QNzw4uYs51Nzu5XVzZi1UarMu344Q66Jkfs|8|18-415-819-6414|7804.33|BUILDING|ithely even requests cajole carefully regular deposits. id
8263|Customer#000008263|KLEVFHuZHg5nIbjp98QCgptJLIsjET|23|33-712-534-6348|1364.22|HOUSEHOLD|st of the ironic, express pinto beans. ironic packages wake slowly slyly bol
8264|Customer#000008264|UIVQQw5IeyJs0y3AZSznTmj1ecHu2TiRC9jgo|7|17-173-426-7041|2371.85|AUTOMOBILE|sleep fluffily against the even, regular deposits. requests unwind slyly. accounts believe among the furiously 
8265|Customer#000008265|j7eQEp vdnakgtoh0uCFN7pTylBdd7T|23|33-966-666-4750|8642.76|BUILDING|uriously regular packages haggle furiously blithely regular 
8266|Customer#000008266|9y5TxiNbQfLT3FnNQHyByHwIyfvhAtQoyjCWmCGW|5|15-675-310-5731|1876.10|FURNITURE|pinto beans are carefully. evenly pending ideas are. regular dinos about the pinto beans wake blit
8267|Customer#000008267|z90ww09c7PV9h5crV2sWI5012zLpZkFAuufErQN|15|25-396-195-8331|3508.24|AUTOMOBILE|regular deposits among the thin instructions haggle since the furiously final packages. 
8268|Customer#000008268|8Ro,tpHJlMM1fp1JIoU9lve|7|17-877-292-1080|996.06|AUTOMOBILE|boost ironic, special theodolites. regular pinto beans wake among the unusual theodolites. eve
8269|Customer#000008269|twQO2rAtDV3h|0|10-787-161-5938|7787.77|FURNITURE|pinto beans. regular excuses sleep carefully unusual accounts. s
8270|Customer#000008270|QxgTLA9AX5KvR,C05b0|14|24-586-651-9604|9107.79|HOUSEHOLD| foxes! regular packages use. unusual, silent dependencies nod carefully. slyly special asymptotes u
8271|Customer#000008271|g2sIh5sjtOCePrk,gGLkiZWMV xyXfElsez|6|16-323-643-4011|7655.85|MACHINERY|e furiously carefully unusual theodolites. furiously ironic ideas try to affix. carefully unusual pinto beans lose
8272|Customer#000008272|ByUDQdnIu7hBDqh5up|24|34-735-455-6303|2921.01|HOUSEHOLD|xpress pinto beans haggle. ironic packages above the dependencies haggle furiously
8273|Customer#000008273|z1kRw1lA4nfHPBPn6gn,k7V4OZYnUdB4l5mt|11|21-917-437-3649|9387.47|FURNITURE|counts. fluffily ironic requests wake slyly upon th
8274|Customer#000008274|uUfst,P,iAVoPSvJDUuWn5TMKm0b,in|22|32-232-306-3336|315.63|AUTOMOBILE|y blithely even platelets. final asymptotes wake slyly. carefully bold pinto beans will hang carefully aroun
8275|Customer#000008275|4qkZUGacxs1w9|16|26-591-426-8285|678.31|AUTOMOBILE| express pinto beans lose blithely. regular requests nag around the ironic theodolites?
8276|Customer#000008276|NwJla,2AEfv|24|34-766-821-9039|2381.05|MACHINERY|ites hinder fluffily along the unusual gifts. ironic accounts alongs
8277|Customer#000008277|7eplf1OaiW|23|33-307-801-4916|9229.34|BUILDING|anent, stealthy dependencies wake excuses. special, even requests according to the sly
8278|Customer#000008278|QT9xiicGG0GfDrdL0HAiHBW8C|12|22-671-219-1223|4635.18|FURNITURE|s nag from the express, regular dolphins. slyly special a
8279|Customer#000008279|5K6ETgZRCNC3nl1wUPpg9 DiJLpJqv0gKfz|16|26-784-762-5448|-566.86|HOUSEHOLD|al dependencies integrate blithely after the blithely regular requests. carefully ironic asymptotes
8280|Customer#000008280|6kCiz3XeiI2oZgfQnrHNBai|6|16-405-253-6703|7657.51|MACHINERY|fter the furiously regular accounts wake furiously alongside of the carefully regular platelets: blith
8281|Customer#000008281|kRXDoKLr3FVssKGowJoTCQWsABxXAhzEsU3D|2|12-471-130-8592|8850.94|MACHINERY|ely carefully regular pinto beans.
8282|Customer#000008282|HvtQMn5LkepTfvGL9A3r4nBh9tJNLHPw8|20|30-413-629-1620|2897.41|FURNITURE|luffily blithe theodolites. courts are carefully pending accounts. pinto beans cajole quickly bold requests. 
8283|Customer#000008283|nCXXnaV4i6Z 47Q36c3kYB|3|13-823-749-2831|8762.12|AUTOMOBILE|sits sleep blithely after the ironic dugouts. carefully eve
8284|Customer#000008284|aBEdDUxBBoxQgg1GKlQlj|19|29-483-913-1533|6028.15|FURNITURE| furiously express dependencies are toward the
8285|Customer#000008285|E9OgIRaFDmmp6qf10F5f AFomSZJ|10|20-361-849-4872|3222.90|BUILDING|. slyly unusual requests nag quickly
8286|Customer#000008286|xNpgIgo  JBPvd59QJvrca83FT|16|26-656-567-3798|1220.72|BUILDING|jole against the deposits. quickly ironic requests against the ironic, fi
8287|Customer#000008287|6l3ZL7,psSkXfH47QEe025|4|14-245-231-8186|-384.07|HOUSEHOLD|l packages nag blithely. requests about the slyly regular dolphins are after the 
8288|Customer#000008288|CxUspZXE6PZGdO,ZH|20|30-167-783-3534|-88.37|AUTOMOBILE|es around the sometimes special requests 
8289|Customer#000008289|O4IiSxu8WgQe6Ko2OwdTR8Yv NCuL|17|27-847-451-4685|8703.13|MACHINERY|ly. quickly pending accounts at the slyly bold accounts detect furiously according to the special ac
8290|Customer#000008290|rUmYfc228V keejnxViX1ui6bGNasw404m5|18|28-385-633-8268|4584.61|HOUSEHOLD|e furiously unusual deposits. even
8291|Customer#000008291|aWHIpROzLLXd5cwB9gJ49C9je8d8|20|30-736-243-1404|7610.84|AUTOMOBILE|arefully furiously ironic requests. regular requests mold. packages ac
8292|Customer#000008292|p9e12o84FeHPOy8EzjnI31Rg3P4fpXU|18|28-553-867-7136|5410.87|MACHINERY|ly above the express, regular packages. regular, quick theodolites was about
8293|Customer#000008293|z9WGJ7B9VgYqS|9|19-997-423-4295|1565.93|AUTOMOBILE|regular requests. slyly furious deposits boost packages. blithely special ideas are
8294|Customer#000008294|dJUqKdUlH1HbzEzgslmP9pKolFUQ5k7MVdayYT|7|17-995-855-1890|4610.02|MACHINERY|oost ironic dolphins. final, bold packages haggle blithely? regular instructions wake carefu
8295|Customer#000008295|QPvMfYIHsfahqzUuij72Wbpqbnaac0IxD0UoAHi|4|14-171-976-4662|5597.32|HOUSEHOLD|final, even asymptotes boost carefully unusual pinto beans. pending instructio
8296|Customer#000008296|ilpOnOq 1V7ZV2Nfa|8|18-792-813-5416|106.79|BUILDING|s packages will sleep alongside of the si
8297|Customer#000008297|sKneiLaIXWf|1|11-274-206-5589|-294.86|MACHINERY|fluffily bold theodolites. express theod
8298|Customer#000008298|9lVt4YV71bM|4|14-942-153-7380|3197.17|FURNITURE|press deposits haggle furiously regular, unusual courts. carefully express instr
8299|Customer#000008299|j2ytWT8dl8dWlIT aNobBe|24|34-894-593-6615|8867.21|AUTOMOBILE| the unusual, even accounts believe carefully after the final accounts. blithely unusual packages near
8300|Customer#000008300|P47jx0T1CxYcqtgX80crlXGTHceOrqyCjDVjdRSJ|2|12-498-943-7994|1303.35|HOUSEHOLD|re slyly along the quick, pending ideas. accounts wake blithely express depos
8301|Customer#000008301|lLcM2NzEc6bH|20|30-723-959-3078|2355.47|BUILDING|ly final theodolites haggle slyly bold ideas. slyly ironic requests are about the furiously even request
8302|Customer#000008302|wvQgeLEzfC4gHrBipK1NBHp5CE2hvW2nePfFJ2|9|19-910-917-9071|8284.21|HOUSEHOLD| accounts. pending, ironic deposits alongside of the bold, express pinto beans sleep slyly against
8303|Customer#000008303|7vC4cl3ttgS nTBAVjSs49,e1h,BC6fqNKb|14|24-988-469-8976|3788.45|FURNITURE|ng excuses. slyly final packages about the carefully busy dolphins are regul
8304|Customer#000008304|Q6dpcJxX0KvnXmxliX6gREM1fK2 mr|1|11-995-646-4196|2524.74|HOUSEHOLD|nic, even dependencies x-ray slyl
8305|Customer#000008305|Zom7BZfT8kpfHGCY21K2NBJW8N|3|13-683-821-6803|4350.44|BUILDING|heodolites boost quickly above the pending, fina
8306|Customer#000008306|eWkdqBieNxM1T6c07qzxQlAt|20|30-496-807-9328|9852.92|HOUSEHOLD|iously special foxes dazzle. fluffily ironic ideas use across the carefully ironic accou
8307|Customer#000008307|vlaf fahz9KXmKcMPCODT6lvc3U2w|16|26-156-368-7738|2026.93|HOUSEHOLD| even ideas detect doggedly. blithely re
8308|Customer#000008308|X1A1qYDwzkl|11|21-953-629-2933|8506.21|MACHINERY|thely. regularly unusual foxes serve slyly among the slyly even deposits. unusual deposits along th
8309|Customer#000008309|wgTOnmPQVTbN6b eP ywibeNn4|18|28-571-875-8955|5960.14|FURNITURE|counts after the carefully regular war
8310|Customer#000008310|ASx7f Paf2xuMyt1H7KmzHVbLv1cz9NasFSF|7|17-639-460-2421|4126.29|AUTOMOBILE|y furious accounts haggle furiously about the quickly unu
8311|Customer#000008311|6bI0l43,mHsFZ680OXMwg8RktV|24|34-691-797-2510|4501.02|BUILDING|quickly quick accounts integrate. final theodolites wake carefully above the ironically unusual foxes. final, 
8312|Customer#000008312|KLe8kWKwsYkLcsaVHApOOsQW|16|26-788-453-7167|-353.91|MACHINERY|y regular excuses lose quickly above the bold dec
8313|Customer#000008313|GSXgoiN2xbUK yi4bvwQxTlqB|14|24-681-218-4959|735.88|BUILDING|cial courts. blithely final packages haggle quickly after the carefully special asy
8314|Customer#000008314|G P LSWbFlXkl UZhMsPosChKV6gdW|7|17-113-495-9514|1818.12|MACHINERY|s sleep slyly unusual pinto beans. bold deposits across the final, bold deposits cajole c
8315|Customer#000008315|RCPN7cEdpO3WZdylq776DglGRRG4sIripi|22|32-344-574-9497|8066.19|BUILDING|es. furiously pending requests about the blith
8316|Customer#000008316|46T3Bxi104CzCixnuWhwzK p4mp20oXkg|8|18-493-572-6301|2525.01|FURNITURE|ding theodolites haggle carefully ideas. carefully regular courts cajole. careful excuses boost careful
8317|Customer#000008317|eLd,L2hOPDZSZ22i|13|23-108-141-5096|8865.52|MACHINERY|aggle carefully across the closely regular deposits. unusual packages against th
8318|Customer#000008318|zZh9QF94goEE6NyEo Lj|17|27-792-617-3282|5792.13|AUTOMOBILE| instructions wake furiously across the
8319|Customer#000008319|BmGPiMWV 7IjCLLtNDyJaYq5aNxNElUY5kh|20|30-956-854-4055|7270.93|AUTOMOBILE|nic grouches. furiously pending platelets cajole according to the express courts. furiousl
8320|Customer#000008320|QAARpEUO9e1rBsN6b2JP74OX op,5qazxb|24|34-825-711-9049|1519.23|AUTOMOBILE|above the quickly regular pinto beans shall wake blithely sly courts. silent theodolites against the fl
8321|Customer#000008321|IU FfzTI0RsxwhRqKJOKWR SUGRkLMiXyP|11|21-637-457-3320|576.01|HOUSEHOLD|y regular deposits sleep slyly slyly regular platelets. carefully pending pinto beans above t
8322|Customer#000008322|hAW4TI9WVmLVO3c,G9SXgF,gS81NYfW|11|21-421-308-7789|9994.63|MACHINERY|ously even accounts sleep slyly. carefully ironic packages according to the 
8323|Customer#000008323|Y5XDWQj3YWjZdLtCHz|19|29-695-896-9378|7822.38|MACHINERY|e quietly regular ideas. deposits cajole slyly among the blithely regu
8324|Customer#000008324|,co1DO9YV1kSphxLHfvxYQMjkQfg6m|16|26-827-330-7724|7774.43|HOUSEHOLD|unts. furiously daring packages according to the ironic courts haggle about the even, f
8325|Customer#000008325|bZ30272ZiurVsw7RnN8rTwm w|5|15-483-638-7731|4908.18|FURNITURE|depths are after the carefully bold instructions. accounts are 
8326|Customer#000008326|Fnrw1GpxOFl6w804QtATxx|11|21-573-851-5854|757.94|BUILDING|ts use blithely final asymptotes. evenly final foxes detect
8327|Customer#000008327|4l9v,,iZacFVIIlsr9Qojc7,HbMMUM5BEX|18|28-110-281-2979|9715.71|BUILDING|es affix blithely across the special instructions. blithely bold pinto beans are 
8328|Customer#000008328|Hq7arxgNxYEbjl|5|15-329-759-4057|5946.55|BUILDING| dolphins. slyly ironic dependencies cajole carefully according to the p
8329|Customer#000008329|oJR59hOcBwyWIGfc1KFxHZzxtoh KoHGh|8|18-198-703-2678|6759.48|BUILDING|lar pinto beans cajole. furiously express ideas boost blithely unusual ideas
8330|Customer#000008330|zbMlAf iBSdhGlDG,Olk|7|17-330-682-6753|7650.12|HOUSEHOLD|phins above the bold, regular dolphins dazzle even instructions. blithely ironic accou
8331|Customer#000008331|ivq RezgDka|9|19-830-791-4135|5608.96|MACHINERY|se quickly. express, pending somas are.
8332|Customer#000008332|3HUOJaGxN,hlgEI0120Ik3mhz|20|30-174-565-7066|8738.96|AUTOMOBILE|ic accounts boost slyly despite the idly regular
8333|Customer#000008333|V7yVeXJanIDGI3v6lsh8DG|4|14-563-754-9067|1682.58|BUILDING|tructions try to haggle quickly blithely unusual pinto beans: regular accounts haggle blithe
8334|Customer#000008334|0YRXE4xe3ISYdpFvdMy4xkeE6KOIKOOAJBSaB|1|11-968-380-5719|7124.45|HOUSEHOLD|es are against the foxes. furiously final dependencies haggle quickly after the quickly pending
8335|Customer#000008335|x0yoyYzTaoLpFbiRPiHPk0S3sLYOx|11|21-748-318-5647|3611.80|BUILDING|o beans. express deposits cajole furiously. slowly express deposits sleep blithely according to the furiousl
8336|Customer#000008336|m,4Krjzn7DbDUUBPOCc|2|12-169-406-8845|3462.31|MACHINERY|deposits are carefully. boldly regular packages sleep fluffily dependencies-- stealthily bold multipliers sleep ca
8337|Customer#000008337|zpBVjcv,U1e|23|33-253-614-9983|-928.24|FURNITURE|lphins haggle slyly even foxes. carefully furious pinto beans grow! final, express requests ca
8338|Customer#000008338|cLkEZQvX8m18d77wgR7QvLDUvlulZoljiU|8|18-515-187-8284|6056.34|FURNITURE| according to the furiously ironic instructions. regular accounts are slyly quickly regular theodolites
8339|Customer#000008339|HXNawO8w9OkQEm4rzM3pS|15|25-410-412-4412|3874.84|FURNITURE|ular requests sleep idly after the idly final ideas. quickly regular theodolites are idly. c
8340|Customer#000008340|hT8AY0VOZzPv5M3JrCqfFHwEm3TK9KS,FWDOrGoe|2|12-866-825-2936|2342.98|BUILDING|wake. carefully final warthogs use furiously special instructions. carefully iro
8341|Customer#000008341|bdWp9,m0bSTJnbG0gq5Sk zLI4umcF03NwhWo|1|11-155-810-7692|7515.62|HOUSEHOLD| bold packages. carefully regular courts kindle slyly unusual deposits. even accounts haggle
8342|Customer#000008342|JMODDIY8QPOw55K|3|13-266-725-9927|23.49|MACHINERY|s wake carefully deposits. slyly ironic requests boost against the blithely unusual asymptot
8343|Customer#000008343|GKSjNJKbk0ZsyoPzcE,nSKwraVETPZf|21|31-739-569-4423|7706.22|AUTOMOBILE|uickly regular gifts cajole blithely. special instructions about the quickly express packages affix blithely al
8344|Customer#000008344|tvihyi25fFCrrOtdvNDHOIzyb37ih|12|22-159-787-8439|2511.82|HOUSEHOLD|ut the regular theodolites. silent accounts wake! furiously 
8345|Customer#000008345|NLNX1MxFR34mbq8|18|28-739-607-2922|7207.54|FURNITURE|n packages play slyly. quickly 
8346|Customer#000008346|7O61kDvqwJ6 Fd2cDH iJgL3zYCSRJj u9bLjgVA|16|26-145-793-3059|3185.53|HOUSEHOLD| carefully against the bold, final deposits. special ideas sleep care
8347|Customer#000008347|nB96xVAU2mTikyjdoE,ocMjbNzLtPS9IWN|9|19-537-546-5721|160.83|FURNITURE|slyly even ideas mold slyly across the furiously final packages. bra
8348|Customer#000008348|yeQs8nnYtbyL1uD37OvALM0C1RVaYGpoBZc|18|28-936-938-1318|6084.59|HOUSEHOLD| special foxes. requests shall have to haggle furiously special pinto beans. special theodo
8349|Customer#000008349|8dHxyIRGvYAxHQb9nD,1 0l0I dadMch|6|16-799-110-4273|5778.52|HOUSEHOLD|ly regular requests cajole carefully. slyly even packages wake. fluffily pending deposits grow ironic
8350|Customer#000008350|yuSVG8gRZKk76pxHpGk520EhUJ29B7VgGgMInD|22|32-776-294-9328|9619.08|FURNITURE|sual requests along the blithely bold requests sleep carefully quickly express accounts. unusual request
8351|Customer#000008351|AF4GY4pbmVs B9|3|13-489-770-6873|9930.54|BUILDING|ly even requests are fluffily packages. carefully special requests above the ironic a
8352|Customer#000008352|M8XjToKzlXJ6Ns10t|18|28-982-673-4620|8637.44|FURNITURE|posits sleep carefully by the furiously regular pinto beans. carefully regular pearls sol
